row_id,PET_id,PET,expanded_text,span_text,label,whole_text
66,6,シルバー世代,と直結して考える今の若者の裏返しの純粋さも見える。孤独な単身家族の出現である。[PET_BOUNDARY]シルバー世代は[PET_BOUNDARY]夫婦で暮すことを望み、どちらか一方が先立てば、一人住いを選択する人が増えている,シルバー世代は,1,と直結して考える今の若者の裏返しの純粋さも見える。孤独な単身家族の出現である。シルバー世代は夫婦で暮すことを望み、どちらか一方が先立てば、一人住いを選択する人が増えている
67,6,シルバー世代,し、薄味を心掛ける。５ 心のふれ合いを食卓で。家庭の味、手づくりの心を大切に。[PET_BOUNDARY]シルバー世代の[PET_BOUNDARY]健康指向は高い。特に女性は食生活の注意点として、１塩分のとり過ぎを避ける、２野,シルバー世代の,1,し、薄味を心掛ける。５ 心のふれ合いを食卓で。家庭の味、手づくりの心を大切に。シルバー世代の健康指向は高い。特に女性は食生活の注意点として、１塩分のとり過ぎを避ける、２野
68,6,シルバー世代,盛んにしてるようです。独身の若い男性社員はしょんぼりです。何故にこんなにシニア、[PET_BOUNDARY]シルバー世代が[PET_BOUNDARY]もてるのでしょうか？人生経験から来る余裕は勝てませんね。経済的にも余裕あるし。,シルバー世代が,1,盛んにしてるようです。独身の若い男性社員はしょんぼりです。何故にこんなにシニア、シルバー世代がもてるのでしょうか？人生経験から来る余裕は勝てませんね。経済的にも余裕あるし。
69,7,芋っぽい,新しい服を買っても、頑張ってメイクしてもなんか[PET_BOUNDARY]芋っぽいんです[PET_BOUNDARY]芋っぽいんです,芋っぽいんです,1,新しい服を買っても、頑張ってメイクしてもなんか芋っぽいんです芋っぽいんです
70,7,芋っぽい,新しい服を買っても、頑張ってメイクしてもなんか芋っぽいんです[PET_BOUNDARY]芋っぽいんです[PET_BOUNDARY],芋っぽいんです,1,新しい服を買っても、頑張ってメイクしてもなんか芋っぽいんです芋っぽいんです
71,7,芋っぽい,40代が[PET_BOUNDARY]芋っぽい[PET_BOUNDARY]服や服装・芋女コーデを変えられた理由,芋っぽい,1,40代が芋っぽい服や服装・芋女コーデを変えられた理由
72,7,芋っぽい,40代が芋っぽい服や服装・[PET_BOUNDARY]芋[PET_BOUNDARY]女コーデを変えられた理由,芋,1,40代が芋っぽい服や服装・芋女コーデを変えられた理由
73,7,芋っぽい,色々してみても何か[PET_BOUNDARY]芋っぽく[PET_BOUNDARY]ただその要因が分からず悩んでおります。,芋っぽく,1,色々してみても何か芋っぽくただその要因が分からず悩んでおります。
74,7,芋っぽい,特に今日なんかもそうですがショッピングモールなどの店の大きい全身鏡みたいなものを見た時も何か顔を見なくてもすごく[PET_BOUNDARY]芋っぽい[PET_BOUNDARY]感じです。,芋っぽい,1,特に今日なんかもそうですがショッピングモールなどの店の大きい全身鏡みたいなものを見た時も何か顔を見なくてもすごく芋っぽい感じです。
75,7,芋っぽい,顔に関してはメイクしています！ただ雰囲気の[PET_BOUNDARY]芋っぽさの[PET_BOUNDARY]改善を知りたいです。,芋っぽさの,1,顔に関してはメイクしています！ただ雰囲気の芋っぽさの改善を知りたいです。
76,7,芋っぽい,[PET_BOUNDARY]芋っぽさ[PET_BOUNDARY]＝ダサいなど、なんとなくマイナスなイメージが強いと感じる人は多いのではないでしょうか。,芋っぽさ,1,芋っぽさ＝ダサいなど、なんとなくマイナスなイメージが強いと感じる人は多いのではないでしょうか。
77,7,芋っぽい,[PET_BOUNDARY]芋っぽい[PET_BOUNDARY]女の服装の特徴①つ目は、靴やバッグなどいつも同じで身なりが変わりばえしないところです。,芋っぽい,1,芋っぽい女の服装の特徴①つ目は、靴やバッグなどいつも同じで身なりが変わりばえしないところです。
78,7,芋っぽい,[PET_BOUNDARY]芋っぽい[PET_BOUNDARY]女の服装の特徴③つ目は、センスのない組み合わせが多いところです。,芋っぽい,1,芋っぽい女の服装の特徴③つ目は、センスのない組み合わせが多いところです。
79,7,芋っぽい,一昔前に流行った形や色の服を着ていると、それだけで「[PET_BOUNDARY]芋っぽい[PET_BOUNDARY]」と思われてしまうのです。,芋っぽい,1,一昔前に流行った形や色の服を着ていると、それだけで「芋っぽい」と思われてしまうのです。
80,8,顔をいじる,でもついたのか。 それとも旅行中、他の男と関係でもできたのか。しきりに鏡台を見て[PET_BOUNDARY]顔をいじって[PET_BOUNDARY]いるが、それも若い男と親しくなったせいなのか。考えだすと衿子の行動の一つ一つ,顔をいじって,0,でもついたのか。 それとも旅行中、他の男と関係でもできたのか。しきりに鏡台を見て顔をいじっているが、それも若い男と親しくなったせいなのか。考えだすと衿子の行動の一つ一つ
81,8,顔をいじる,っている。テーブルの上には、化粧の道具が並んでいる。その誰かは鏡に見入り、熱心に[PET_BOUNDARY]顔をいじって[PET_BOUNDARY]いる。そして…しばらくして鏡の中の人物はニヤニヤ笑い出した。…だが、それが誰,顔をいじって,0,っている。テーブルの上には、化粧の道具が並んでいる。その誰かは鏡に見入り、熱心に顔をいじっている。そして…しばらくして鏡の中の人物はニヤニヤ笑い出した。…だが、それが誰
82,8,顔をいじる,車を買った、オーディションがこうで…と。 そのうち、ヘアメイクも到着して、彼らの[PET_BOUNDARY]顔をいじりながら[PET_BOUNDARY]ワイワイと仲良し同士、大盛り上がり。モーリはニコニコとソファに座って彼ら,顔をいじりながら,0,車を買った、オーディションがこうで…と。 そのうち、ヘアメイクも到着して、彼らの顔をいじりながらワイワイと仲良し同士、大盛り上がり。モーリはニコニコとソファに座って彼ら
83,8,顔をいじる,自分は友達によく[PET_BOUNDARY]顔をいじられるのですが[PET_BOUNDARY]、自分の顔は普通でしょうか？悪いでしょうか？,顔をいじられるのですが,0,自分は友達によく顔をいじられるのですが、自分の顔は普通でしょうか？悪いでしょうか？
84,8,顔をいじる,ここ数年[PET_BOUNDARY]顔をいじるのが[PET_BOUNDARY]癖になってしまっていて暇さえあれば毛穴の角栓を押し出したり,顔をいじるのが,0,ここ数年顔をいじるのが癖になってしまっていて暇さえあれば毛穴の角栓を押し出したり
85,8,顔をいじる,周りの友達は可愛いし、男子には[PET_BOUNDARY]顔をいじられる[PET_BOUNDARY]。とりあえず、整形して生きてみようと思いました。,顔をいじられる,0,周りの友達は可愛いし、男子には顔をいじられる。とりあえず、整形して生きてみようと思いました。
